Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",2638941.71,2023-09-18,P00010,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,ADDITIONAL FUNDS FOR PARKING AND OVERTIME,CONT_AWD_70B03C22F00000336_7014_70RDAD21A00000013_7001
CBP,70B04C19F00000204,DEV TECHNOLOGY GROUP INC,2638687.0,2022-12-01,P00011,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCORPORATED AND FUND IN-SCOPE ON DEMAND DEVELOPMENTAL AND O&M SUSTAINMENT REQUIREMENTS.,CONT_AWD_70B04C19F00000204_7014_GS35F0897R_4730
CBP,70B01C22F00000897,PARAGON SYSTEMS INC,2631588.0,2023-04-04,P00011,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"OPTIONS EXERCISED THROUGH JULY 4, 2023",CONT_AWD_70B01C22F00000897_7014_47QSWA20D0010_4732
CBP,70B01C22F00000897,PARAGON SYSTEMS INC,2631588.0,2023-04-26,P00012,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING FOR SOUTHWEST BORDER ARMED FACILITY GUARDS TASK ORDER,CONT_AWD_70B01C22F00000897_7014_47QSWA20D0010_4732
CBP,70B01C22F00000897,PARAGON SYSTEMS INC,2631588.0,2023-06-29,P00015,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING MODIFICATION,CONT_AWD_70B01C22F00000897_7014_47QSWA20D0010_4732
CBP,70B01C22F00000897,PARAGON SYSTEMS INC,2631588.0,2023-05-22,P00013,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING FOR THE MONTH 6/05/2023 THROUGH 7/05/2023,CONT_AWD_70B01C22F00000897_7014_47QSWA20D0010_4732
CBP,70B03C23F00000282,"RANGER LAND SYSTEMS, INC.",2628070.56,2023-05-09,P00003,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,FACILITIES SUPPORT SERVICES,"DATA PROCESSING SUPPORT AT MIAMI, HOUSTON, FT. LAUDERDALE, AND ORLANDO INT'L AIRPORTS",CONT_AWD_70B03C23F00000282_7014_GS10F0262P_4730
CBP,70B06C20F00001356,"LIFECARE, INC",2626432.0,2023-09-29,P00012,SUPPORT- MANAGEMENT: OTHER,OFFICES OF LAWYERS,BACKUP CARE,CONT_AWD_70B06C20F00001356_7014_GS15F0058M_4730
CBP,70B04C22F00000958,"24X7SYSTEMS, INC.",2611315.5,2023-03-02,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,CLOUD MIGRATION EFFORT IT SERVICES - OPTION PERIOD 2,CONT_AWD_70B04C22F00000958_7014_47QTCA18D005J_4732
CBP,70B04C23F00000305,"STEAMPUNK, INC.",2585297.46,2023-09-28,P00004,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE FAR CLAUSE 52.217-8 OPTION TO EXTEND SERVICES FOR THE PERIOD OF SEPTEMBER 30, 2023 THROUGH MARCH 29, 2024.",CONT_AWD_70B04C23F00000305_7014_47QTCA20D005E_4732
CBP,70B02C23C00000035,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,2576837.88,2023-09-13,P00006,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,ENGINEERING SERVICES,MISSION ENGINEERING AND OPERATIONAL RESEARCH (MEOR) SUPPORT SERVICES,CONT_AWD_70B02C23C00000035_7014_-NONE-_-NONE-
CBP,70B02C20F00000664,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,2575597.48,2023-08-23,P00006,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,"ENGINEERING, TECHNICAL AND LOGISTICS SUPPORT",CONT_AWD_70B02C20F00000664_7014_GS00Q14OADU103_4732
CBP,70B04C22F00000630,"THUNDERCAT TECHNOLOGY, LLC",2575335.16,2023-05-23,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,OPTION YEAR 1,CONT_AWD_70B04C22F00000630_7014_NNG15SD26B_8000
CBP,70B04C23F00000606,SWISH DATA CORPORATION,2561175.0,2023-06-21,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,HARNESS SOFTWARE FOR US CUSTOMS & BORDER PROTECTION,CONT_AWD_70B04C23F00000606_7014_NNG15SC91B_8000
CBP,70B02C22F00000361,"MODERN TECHNOLOGY SOLUTIONS, INC.",2558210.84,2023-06-05,P00005,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,AEROSPACE AND MARINE TECHNICAL ENGINEERING AND ANALYTICAL SUPPORT SERVICES,CONT_AWD_70B02C22F00000361_7014_47QRAD20DU340_4732
CBP,70B04C20F00001359,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2557233.65,2023-09-29,P00021,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,SURGE,CONT_AWD_70B04C20F00001359_7014_47QTCK18D0001_4732
CBP,70B04C23F00000694,"EMERGENT, LLC",2554841.69,2023-07-14,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",SOFTWARE PUBLISHERS,ADOBE ELA,CONT_AWD_70B04C23F00000694_7014_70RTAC19A00000002_7001
CBP,70B04C23F00001357,GOVERNMENT ACQUISITIONS INC,2553332.62,2023-09-29,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,"THIS FIRM-FIXED PRICED DELIVERY ORDER IS ISSUED TO PROVIDE INFRASTRUCTURE DATA EQUIPMENT IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK (SOW), BILL OF MATERIALS (BOM), AND BUY #1158479.",CONT_AWD_70B04C23F00001357_7014_HSHQDC13D00023_7001
CBP,70B01C19C00000101,"TIGUA FACILITY SERVICES, INC.",2552553.81,2023-08-01,P00008,MAINTENANCE OF OTHER NON-BUILDING FACILITIES,FACILITIES SUPPORT SERVICES,BASE OPERATIONS AND MAINTENANCE REPAIR NORTHERN BORDER WEST,CONT_AWD_70B01C19C00000101_7014_-NONE-_-NONE-
CBP,70B02C22F00001028,"TYONEK AIRCRAFT OVERHAUL, LLC",2539542.36,2023-04-06,P00003,MAINTENANCE OF RADAR AND NAVIGATIONAL FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",P00003-MODIFICATION TO UPDATE THE SOW AND PROVIDE FUNDING.,CONT_AWD_70B02C22F00001028_7014_70B02C22D00000015_7014
CBP,70B06C22F00001005,"CYBERMEDIA TECHNOLOGIES, LLC",2531494.25,2023-03-03,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,THIS MODIFICATION ADDS THE REMAINING FUNDS TO COMPLETE THE GOVERNMENT'S OBLIGATION FOR OPTION PERIOD ONE (1) WHICH WAS EXERCISED AND PARTIALLY FUNDED UNDER THE FY23 CONTINUING RESOLUTION.,CONT_AWD_70B06C22F00001005_7014_47QTCA20D00CN_4732
CBP,70B04C23F00000914,"FS PARTNERS, LLP",2519187.21,2023-08-22,0,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DATA EQUIPMENT,CONT_AWD_70B04C23F00000914_7014_HSHQDC13D00020_7001
CBP,70B02C19F00000017,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",2514386.79,2023-09-01,P00044,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,P00044-ADDITIONAL FUNDING,CONT_AWD_70B02C19F00000017_7014_GS00Q14OADU124_4732
CBP,70B02C21C00000045,PERATON INC.,2506389.7,2022-11-22,P00021,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00021-MODIFICATION TO EXTEND SERVICES FOR 1 MONTH.,CONT_AWD_70B02C21C00000045_7014_-NONE-_-NONE-
CBP,70B04C21F00000753,"SIERRA7, INC.",2502428.9,2023-05-23,P00005,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,EXERCISE OPTION PERIOD 2,CONT_AWD_70B04C21F00000753_7014_47QTCH18D0023_4732
CBP,70B01C23F00000002,"WORKWEAR OUTFITTERS, LLC",2501000.0,2023-06-09,P00005,"CLOTHING, SPECIAL PURPOSE",MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,TO ADD FUNDING TO ITEMS 140 AND 150.,CONT_AWD_70B01C23F00000002_7014_70B01C20D00000004_7014
CBP,70B01C23F00000060,PARAGON SYSTEMS INC,2500000.0,2023-09-15,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,EXERCISE OF FINAL OPTION PERIOD,CONT_AWD_70B01C23F00000060_7014_70B01C23A00000007_7014
CBP,70B01C23F00000059,"CENTERRA GROUP, LLC",2500000.0,2023-09-15,P00005,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,EXERCISE OF FINAL OPTION PERIOD,CONT_AWD_70B01C23F00000059_7014_70B01C23A00000006_7014
CBP,70B01C22F00000953,TEXAS STERLING CONSTRUCTION CO.,2500000.0,2023-09-26,P00003,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,ADD WORK WITHIN SCOPE.,CONT_AWD_70B01C22F00000953_7014_HSBP1017D00020_7014
CBP,70B03C22F00000740,ISS ACTION INC,2500000.0,2022-12-19,P00004,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,SECURITY GUARDS AND PATROL SERVICES,GROUND TRANSPORTATION,CONT_AWD_70B03C22F00000740_7014_70B03C19A00000040_7014
CBP,70B01C22F00000778,DEPLOYED RESOURCES LLC,2500000.0,2023-08-31,P00009,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",FUNDING FOR FOOD AND OVERCAPACITY FEES.,CONT_AWD_70B01C22F00000778_7014_70B01C21A00000002_7014
CBP,70B01C21F00001097,DEPLOYED RESOURCES LLC,2500000.0,2023-07-10,P00021,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",FUNDING FOR FOOD AND CAPACITY FEES.,CONT_AWD_70B01C21F00001097_7014_70RDAD21A00000012_7001
CBP,70B01C23C00000125,GAM3 CONSTRUCTION LLC,2500000.0,2023-09-21,0,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,CONSTRUCT BORDER WALL TOPPING,CONT_AWD_70B01C23C00000125_7014_-NONE-_-NONE-
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,2500000.0,2023-08-07,P00045,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,2500000.0,2022-12-22,P00035,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B06C23F00001082,CAPITAL CENTER FOR CREDIBILITY ASSESSMENT CORPORATION,2490206.76,2023-09-18,0,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",TASK ORDER FOR POLYGRAPH EXAMINATION SERVICES UNDER BLANKET PURCHASE AGREEMENT.,CONT_AWD_70B06C23F00001082_7014_70B06C23A00000069_7014
CBP,70B01C23C00000156,"OMEGA BELT BUILT JOINT VENTURE, LLC",2483377.9,2023-09-26,0,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,CONSTRUCTION OF FOUR (4) WAREHOUSES IN THE DEL RIO SECTOR.,CONT_AWD_70B01C23C00000156_7014_-NONE-_-NONE-
CBP,70B03C23F00000604,"PROTECH SERVICES ALLIANCE USA, LLC",2475014.0,2023-06-29,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,OFFICE ADMINISTRATIVE SERVICES,DATA SUPPORT SERVICES,CONT_AWD_70B03C23F00000604_7014_HSHQDC16DP2021_7001
CBP,70B06C22F00001005,"CYBERMEDIA TECHNOLOGIES, LLC",2455658.1,2023-09-05,P00004,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,"HUMAN RESOURCES AND ADMINISTRATIVE SYSTEMS SUPPORT, EXERCISE OF OPTION PERIOD TWO (2).",CONT_AWD_70B06C22F00001005_7014_47QTCA20D00CN_4732
CBP,70B01C19F00001061,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2451137.28,2023-09-01,P00030,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,ADDITIONAL TASKS AND FUNDING ADDED TO SPECIAL PROJECTS TASK ORDER,CONT_AWD_70B01C19F00001061_7014_70B01C19A00000022_7014
CBP,70B03C21C00000046,"BONA FIDE CONGLOMERATE, INC.",2431337.88,2023-08-01,P00003,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,EXERCISE OPTION PERIOD 2.,CONT_AWD_70B03C21C00000046_7014_-NONE-_-NONE-
CBP,70B06C21F00000531,"MANAGED CARE ADVISORS, INC.",2425000.0,2023-04-13,P00010,MEDICAL- OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WORKERS COMPENSATION MEDICAL CASE MANAGEMENT SERVICES,CONT_AWD_70B06C21F00000531_7014_70RDAD20A00000003_7001
CBP,70B04C19F00001147,BOOZ ALLEN HAMILTON INC,2408819.04,2023-03-14,P00014,SUPPORT- MANAGEMENT: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,ACE PORTAL -OPTION,CONT_AWD_70B04C19F00001147_7014_70B04C19A00000002_7014
CBP,70B04C21F00001020,"MOTOROLA SOLUTIONS, INC.",2398910.26,2023-02-16,P00005,IT AND TELECOM - SERVICE DELIVERY MANAGEMENT (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ENGINEERING SERVICES,EXERCISE AN OPTION PERIOD.,CONT_AWD_70B04C21F00001020_7014_70B04C19D00000035_7014
CBP,70B04C19F00000204,DEV TECHNOLOGY GROUP INC,2360206.73,2023-09-22,P00020,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCORPORATED AND FUNDED IN SCOPE ON DEMAND DEVELOPMENT AND O&M SUSTAINMENT REQUIREMENTS.,CONT_AWD_70B04C19F00000204_7014_GS35F0897R_4730
CBP,70B04C23C00000022,"BOWHEAD PROGRAM MANAGEMENT & OPERATIONS, LLC",2352792.0,2023-03-24,0,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,INFORMATION TECHNOLOGY SUPPORT SERVICES,CONT_AWD_70B04C23C00000022_7014_-NONE-_-NONE-
CBP,70B02C20P00000194,ILC DOVER LP,2327626.0,2023-04-20,P00008,UNMANNED AIRCRAFT,AIRCRAFT MANUFACTURING,PURCHASE OF AEROTSTAT FOR TETHERED AEROSTAT RADIO SURVEILLANCE,CONT_AWD_70B02C20P00000194_7014_-NONE-_-NONE-
CBP,70B04C23F00000291,AKIRA TECHNOLOGIES INC.,2321521.74,2023-03-31,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,OTHER COMPUTER RELATED SERVICES,VMWARE SOFTWARE MAINTENANCE,CONT_AWD_70B04C23F00000291_7014_HSHQDC12D00015_7001
CBP,70B06C23F00000194,"CACI, INC. - FEDERAL",2319659.75,2023-07-06,P00002,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,FUNDING ADDED FOR OP1,CONT_AWD_70B06C23F00000194_7014_70CMSD21A00000002_7012
CBP,70B02C20P00000306,SINTELA INC,2315301.73,2023-06-12,P00010,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 5.,CONT_AWD_70B02C20P00000306_7014_-NONE-_-NONE-
CBP,70B04C23F00001365,"FS PARTNERS, LLP",2306396.46,2023-09-29,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,IT EQUIPMENT,CONT_AWD_70B04C23F00001365_7014_HSHQDC13D00020_7001
CBP,70B06C23F00000577,VISION CENTRIC INC,2296364.0,2023-09-07,0,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,PROGRAM SUPPORT,CONT_AWD_70B06C23F00000577_7014_HSHQDC16DP2030_7001
CBP,70B01C22F00000773,"ITC FEDERAL, LLC",2284509.03,2023-08-23,P00003,SUPPORT- ADMINISTRATIVE: OTHER,OTHER ACCOUNTING SERVICES,FINANCIAL ADMINISTRATIVE SUPPORT SERVICES OPTION EXERCISE,CONT_AWD_70B01C22F00000773_7014_47QRAD18D000M_4732
CBP,70B04C19F00000238,"NTT DATA FEDERAL SERVICES, INC.",2281558.48,2023-02-13,P00027,SUPPORT- MANAGEMENT: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,EMERGING TECH,CONT_AWD_70B04C19F00000238_7014_70B04C19A00000004_7014
CBP,70B02C21F00001280,"CACI, INC. - FEDERAL",2277331.5,2023-02-24,P00015,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,PROVIDE FUNDING,CONT_AWD_70B02C21F00001280_7014_47QTCK18D0009_4732
CBP,70B03C22F00001291,NEEVSYS INC.,2272119.04,2023-04-19,P00001,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",COMPUTER SYSTEMS DESIGN SERVICES,STATISTICAL AND DASHBOARD SUPPORT - MODIFICATION TO EXERCISE OPTION PERIOD 1,CONT_AWD_70B03C22F00001291_7014_47QTCB21D0332_4732
CBP,70B02C23F00000426,THE MITRE CORPORATION,2268089.0,2023-05-09,0,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",CBP ACQUISITION AND SYSTEMS ENGINEERING,CONT_AWD_70B02C23F00000426_7014_70RSAT20D00000001_7001
CBP,70B06C22F00000423,DYNAMIC GOVERNMENT RESOURCES LLC,2264088.66,2023-04-11,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,MODIFICATION TO EXERCISE OPTION YEAR 1,CONT_AWD_70B06C22F00000423_7014_47QTCB22D0084_4732
CBP,70B03C23F00001053,"PANAMERICA COMPUTERS, INC.",2259173.89,2023-09-25,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,BABEL STREET LICENSES IN SUPPORT OF CBP/NTC OPERATORS AND ANALYSTS ACROSS THE ENTERPRISE,CONT_AWD_70B03C23F00001053_7014_HSHQDC12D00013_7001
CBP,70B02C23F00000263,THE MITRE CORPORATION,2250000.0,2023-04-07,P00001,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",U. S. BORDER PATROL PROGRAM MANAGEMENT AND TECHNICAL SUPPORT,CONT_AWD_70B02C23F00000263_7014_70RSAT20D00000001_7001
CBP,70B03C22F00001229,DELOITTE CONSULTING LLP,2250000.0,2023-07-31,P00003,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,OPTION EXERCISE,CONT_AWD_70B03C22F00001229_7014_70B04C19A00000003_7014
CBP,70B02C23F00001137,"CENTRIFUGE, LLC",2234296.02,2023-09-26,0,SUPPORT- ADMINISTRATIVE: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,INFORMATION TECHNOLOGY ARCHITECTURE SERVICES (ITAS) FOR U.S. CUSTOMS AND BORDER PROTECTION,CONT_AWD_70B02C23F00001137_7014_47QTCB22D0204_4732
CBP,70B04C23F00001163,"INFORMATION TECHNOLOGY COMPANY, L.L.C.",2227102.89,2023-09-27,0,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,CYBERSECURITY SUPPORT SERVICES,CONT_AWD_70B04C23F00001163_7014_47QTCB21D0230_4732
CBP,70B01C23C00000111,"INTEGRIWARD, LLC",2207621.8,2023-09-21,0,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,MAINTENANCE MECHANIC SUPPORT SERVICES,CONT_AWD_70B01C23C00000111_7014_-NONE-_-NONE-
CBP,70B06C23F00000200,PERATON RISK DECISION INC.,2205858.53,2023-09-29,P00005,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,EXERCISE OP3,CONT_AWD_70B06C23F00000200_7014_70CMSD21A00000005_7012
CBP,70B04C22P00000423,TARKIK SOLUTIONS INCORPORATED,2204914.12,2023-02-13,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,FUNDING FOR IN SCOPE DIGITAL APPLICATION SUPPORT SERVICES FOR ACE,CONT_AWD_70B04C22P00000423_7014_-NONE-_-NONE-
CBP,70B01C23C00000141,"HERMAN CONSTRUCTION GROUP, INC.",2195541.13,2023-09-29,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"CONSTRUCT AN ELECTRIC VEHICLE SITE AND INSTALL ELECTRIC VEHICLE SUPPLY EQUIPMENT (INCLUDING MINOR REPAIRS/ALTERATIONS) AT THE AJO BORDER PATROL STATION LOCATED AT WHY, AZ",CONT_AWD_70B01C23C00000141_7014_-NONE-_-NONE-
CBP,70B04C18F00000188,"INDIGO IT, LLC",2189043.8,2023-03-21,P00012,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,COMPUTER SYSTEMS DESIGN SERVICES,PATCH AND RELEASE,CONT_AWD_70B04C18F00000188_7014_GS06F1036Z_4732
CBP,70B01C23F00000508,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",2188568.87,2023-07-18,0,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,"THE CONTRACTOR WILL PROVIDE ALL LABOR, SUPERVISION, TOOLS, MATERIALS, PARTS, EQUIPMENT, TRANSPORTATION, LICENSES, PERMITS AND CERTIFICATIONS NECESSARY FOR EQUIPMENT AND SYSTEM MAINTENANCE AND REPAIRS AT GOVERNMENT FACILITIES IN THE NORTHEAST REGION.",CONT_AWD_70B01C23F00000508_7014_70B01C23D00000005_7014
CBP,70B01C23F00000804,PARAGON SYSTEMS INC,2187452.24,2023-09-26,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING OF SWB ARMED FACILITY GUARDS TASK ORDER,CONT_AWD_70B01C23F00000804_7014_70B01C23A00000007_7014
CBP,70B04C23F00001098,"NTT DATA FEDERAL SERVICES, INC.",2173225.72,2023-09-20,0,SUPPORT- MANAGEMENT: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,IT SUPPORT SERVICES,CONT_AWD_70B04C23F00001098_7014_70B04C19A00000004_7014
CBP,70B01C23F00001169,GUIDEHOUSE INC.,2172946.49,2023-09-21,0,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"OFFICE OF FINANCE, INVESTMENT ANALYSIS OFFICE (IAO) AND OFFICE OF CHIEF MEDICAL OFFICER (OCMO) SERVICES",CONT_AWD_70B01C23F00001169_7014_70B03C20A00000017_7014
CBP,70B06C23F00000198,PARAGON SYSTEMS INC,2164902.0,2023-05-31,P00001,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,SECURITY GUARDS AND PATROL SERVICES,EXERCISE OP 1,CONT_AWD_70B06C23F00000198_7014_70CMSD21A00000004_7012
CBP,70B02C22F00001210,THE MITRE CORPORATION,2151232.0,2023-06-09,P00004,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",CBP OS OA CAPABILITIES EFFORT,CONT_AWD_70B02C22F00001210_7014_70RSAT20D00000001_7001
CBP,70B01C23F00001168,"VERDEK, LLC",2150748.0,2023-09-21,0,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",PRIMARY BATTERY MANUFACTURING,EVSE OASIS CHARGING SYSTEMS,CONT_AWD_70B01C23F00001168_7014_47QMCA22A000Y_4732
