Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B01C21F00001149,"EAGLE HILL CONSULTING, LLC",1050257.25,2022-09-08,P00002,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",EXERCISE OF OPTION ONE (1),CONT_AWD_70B01C21F00001149_7014_GS02Q16DCR0089_4732
CBP,70B02C22F00001217,TEAL DRONES INC,1046806.44,2022-09-29,0,UNMANNED AIRCRAFT,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,SUAS BLUE BPA FOR USBP PMOD,CONT_AWD_70B02C22F00001217_7014_70B02C22A00000002_7014
CBP,70B01C22C00000081,"INTEGRIWARD, LLC",1046627.87,2022-09-12,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","REPLACE HVAC/CONTROL SYSTEMS, NASOC ALBUQUERQUE, NM",CONT_AWD_70B01C22C00000081_7014_-NONE-_-NONE-
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",1042033.91,2022-09-22,P00018,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO INCORPORATE NOVATION AGREEMENT, APPROVE BASE YEAR COST INCENTIVE FEE AND ADD INCREMENTAL FUNDING FOR REMAINDER OF CONTRACT BASE YEAR.",CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B06C20F00001356,"LIFECARE, INC",1040262.0,2022-07-28,P00005,SUPPORT- MANAGEMENT: OTHER,OFFICES OF LAWYERS,BACKUP CARE PROGRAM SERVICES,CONT_AWD_70B06C20F00001356_7014_GS15F0058M_4730
CBP,70B01C19C00000085,"TIGUA FACILITY SERVICES, INC.",1036791.16,2022-07-13,P00012,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 3.,CONT_AWD_70B01C19C00000085_7014_-NONE-_-NONE-
CBP,70B02C19P00000499,GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP.,1033838.4,2022-08-11,P00005,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,EXERCISE OPTION YEAR 3 - CAMB JANITORIAL SERVICES,CONT_AWD_70B02C19P00000499_7014_-NONE-_-NONE-
CBP,70B03C22F00000191,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",1033202.75,2022-05-24,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,HANDHELD NARCOTICS ANALYZER DETECTOR AND ACCESSORIES,CONT_AWD_70B03C22F00000191_7014_70B03C21A00000019_7014
CBP,70B01C19C00000003,3T FEDERAL SOLUTIONS LLC,1026733.18,2022-04-04,P00004,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,CHANGE ORDER MODIFICATION FOR ADDITIONAL PILES AT PIER.,CONT_AWD_70B01C19C00000003_7014_-NONE-_-NONE-
CBP,70B01C22C00000142,"CHEROKEE NATION DEVELOPMENT GROUP, L.L.C.",1025226.79,2022-09-30,0,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,LANDSCAPING SERVICES,SNOW REMOVAL SERVICES LAND PORTS OF ENTRY (WEST),CONT_AWD_70B01C22C00000142_7014_-NONE-_-NONE-
CBP,70B04C20F00001469,"STEAMPUNK, INC.",1020292.72,2022-06-24,P00004,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,"THIS MODIFICATION (P00004) EXERCISES THE REMAINING 3-MONTHS OF OPTION PERIOD 1 (JULY 1, 2022 - SEPTEMBER 29, 2022).",CONT_AWD_70B04C20F00001469_7014_47QTCA20D005E_4732
CBP,70B02C21P00000610,"ROCCOMAR, INC.",1018425.6,2022-09-19,P00001,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OPTION YEAR 1 PURSUANT TO FAR 52.217-9,CONT_AWD_70B02C21P00000610_7014_-NONE-_-NONE-
CBP,70B06C22C00000075,BLUE CONSTRUCTION SERVICES LLC,1016899.0,2022-09-28,0,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,"THE CONTRACTOR WILL PROVIDE BUILDING AND FACILITY MAINTENANCE, LANDSCAPING, JANITORIAL AND KENNEL CUSTODIANS FOR ALL BUILDINGS AND GROUNDS WITHIN BPK9 COMPOUND",CONT_AWD_70B06C22C00000075_7014_-NONE-_-NONE-
CBP,70B01C18C00000088,NORTH WIND RESOURCE CONSULTING LLC,1015019.98,2022-06-07,P00012,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"CORRECTS ADMINISTRATIVE ERRORS, AND PROVIDES REMAINING FUNDING FOR THE FINAL OPTION PERIOD OF THE CONTRACT.",CONT_AWD_70B01C18C00000088_7014_-NONE-_-NONE-
CBP,70B01C22F00000005,"VF IMAGEWEAR, INC.",1011700.0,2021-10-29,0,"CLOTHING, SPECIAL PURPOSE",MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,"DHS CONTRACT - UNIFORMS II - QUARTERMASTER, HARDSHIP AND ACADEMY FUNDING FOR CUSTOMS AND BORDER PROTECTION (CBP).",CONT_AWD_70B01C22F00000005_7014_70B01C20D00000004_7014
CBP,70B06C21F00000912,PARAGON SYSTEMS INC,1002796.01,2021-11-15,P00003,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,SECURITY GUARDS AND PATROL SERVICES,EXERCISE OPTION PERIOD 2,CONT_AWD_70B06C21F00000912_7014_70CMSD21A00000004_7012
CBP,70B02C21C00000017,GLOBAL MARITEK SYSTEMS INC,1001758.91,2022-09-22,P00016,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,SHIP BUILDING AND REPAIRING,VESSEL OPERATION AND LOGISTICS SUPPORT,CONT_AWD_70B02C21C00000017_7014_-NONE-_-NONE-
CBP,70B06C22C00000005,WITS SOLUTIONS INC.,1000000.0,2022-01-06,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FOIA AND PRIVACY SUPPORT SERVICES CONTRACT.  8(A) DIRECT AWARD,CONT_AWD_70B06C22C00000005_7014_-NONE-_-NONE-
CBP,70B06C22C00000005,WITS SOLUTIONS INC.,1000000.0,2022-04-05,P00001,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,INCREMENTAL FUNDS ADDED,CONT_AWD_70B06C22C00000005_7014_-NONE-_-NONE-
CBP,70B02C22F00001268,ECHODYNE CORP,1000000.0,2022-09-23,0,"RADAR EQUIPMENT, EXCEPT AIRBORNE","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",HIGH-PERFORMANCE RADAR SYSTEMS FOR U.S. BORDER PATROL.,CONT_AWD_70B02C22F00001268_7014_70B02C21D00000028_7014
CBP,70B03C22F00000420,"TRAILBOSS ENTERPRISES, INC.",1000000.0,2022-09-29,P00008,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,FACILITIES SUPPORT SERVICES,EXTEND SERVICES,CONT_AWD_70B03C22F00000420_7014_70B03C22A00000019_7014
CBP,70B01C21F00000884,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,1000000.0,2022-09-22,P00003,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"THE PURPOSE OF THIS MODIFICATION: ADD FUNDING FOR UNSCHEDULED MAINTENANCE IN THE AMOUNT OF $1,000,000.00 (LI 60) FOR THE CURRENT PERFORMANCE PERIOD.",CONT_AWD_70B01C21F00000884_7014_70B01C21D00000031_7014
CBP,70B04C18F00000184,FEDBIZ IT SOLUTIONS LLC,999999.99,2022-05-24,P00015,LEASE OR RENTAL OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,OTHER COMPUTER RELATED SERVICES,CBP ACQUIRED RIVERBED HW/SW TO REPLACE AGING/END OF LIFE HARDWARE AND SOFTWARE AS WELL AS MAINTENANCE FOR RIVERBED EQUIPMENT. THIS ACTION IS TO ADD THE REMAINING FUNDING FOR OY4,CONT_AWD_70B04C18F00000184_7014_NNG15SD01B_8000
CBP,70B03C22F00000892,"SNAP, INC",999999.99,2022-08-11,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,4DV INSIGHT ANNUAL SOFTWARE LICENSES FOR A ONE-YEAR SERVICE PERIOD TO SUPPORT THE OFFICE OF BORDER PATROL,CONT_AWD_70B03C22F00000892_7014_HSHQDC13D00025_7001
CBP,70B01C19F00001061,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",999943.31,2022-06-14,P00022,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,FUNDING TO CONTINUE SPECIAL PROJECTS SERVICES FOR CBP,CONT_AWD_70B01C19F00001061_7014_70B01C19A00000022_7014
CBP,70B06C22F00001060,THE RAND CORPORATION,998500.0,2022-09-26,0,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,"ASSESS OT CAPACITY TO CONDUCT EVALUATION, STATISTICS, RESEARCH AND ANALYSIS ACTIVITIES. THIS STUDY SHALL DESIGN AND IMPLEMENT A PROCESS TO IDENTIFY, ANALYZE, AND USE EVIDENCE, AND (2) TO DEVELOP AN EVIDENCE CAPACITY-BUILDING AND USE PLAN.",CONT_AWD_70B06C22F00001060_7014_70RSAT22D00000001_7001
CBP,70B03C22F00000520,GOVERNMENT ACQUISITIONS INC,995706.95,2022-06-01,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,OUTLIER DATA,CONT_AWD_70B03C22F00000520_7014_HSHQDC13D00023_7001
CBP,70B04C22F00000205,"COUNTERTRADE PRODUCTS, INC.",995123.2,2022-02-24,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,RENEWAL OF INFORMATICA SOFTWARE MAINTENANCE,CONT_AWD_70B04C22F00000205_7014_NNG15SC65B_8000
CBP,HSBP1015J00831,RAPISCAN SYSTEMS INC,993000.0,2022-06-30,P00015,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,MAINTENANCE FOR MEDIUM ENERGY MOBILE X-RAY SYSTEMS,CONT_AWD_HSBP1015J00831_7014_HSBP1015D00018_7014
CBP,70B04C22P00000257,"COUNTERTRADE PRODUCTS, INC.",990333.01,2022-06-24,0,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,SOFTWARE LICENSES,CONT_AWD_70B04C22P00000257_7014_-NONE-_-NONE-
CBP,70B06C22F00000089,PARAGON SYSTEMS INC,988660.0,2021-12-30,0,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,SECURITY GUARDS AND PATROL SERVICES,BACKGROUND INVESTIGATIVE SERVICES,CONT_AWD_70B06C22F00000089_7014_70CMSD21A00000004_7012
CBP,70B03C22C00000003,"JOSE ERNESTO SALAZAR, LLC",983469.99,2021-11-28,0,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,JANITORIAL SERVICES,JANITORIAL AND GROUNDS MAINTENANCE,CONT_AWD_70B03C22C00000003_7014_-NONE-_-NONE-
CBP,70B01C22C00000137,CONSTRUCTIVE BUILDING SOLUTIONS INC,982720.0,2022-09-30,0,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,BORDER INFRASTRUCTURE,CONT_AWD_70B01C22C00000137_7014_-NONE-_-NONE-
CBP,70B03C22F00001358,CHAPMAN FREEBORN AIRCHARTERING INC,981000.0,2022-09-29,P00002,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,CHARTER FLIGHTS,CONT_AWD_70B03C22F00001358_7014_GS33F008AA_4732
CBP,70B06C22F00001415,"4S - SILVERSWORD SOFTWARE AND SERVICES, LLC",977196.9,2022-09-30,0,MEDICAL- GENERAL HEALTH CARE,ENGINEERING SERVICES,PROFESSIONAL AND MEDICAL CONSULTATION SUPPORT SERVICES IN SUPPORT OF THE US CUSTOMS AND BORDER PROTECTION'S OFFICE THE CHIEF MEDICAL OFFICER,CONT_AWD_70B06C22F00001415_7014_47QRAD20D8173_4732
CBP,70B01C22F00001375,"RECON ENVIRONMENTAL,INC.",976078.0,2022-09-25,0,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,ENVIRONMENTAL ASSESSMENTS,CONT_AWD_70B01C22F00001375_7014_47QRAA22D005U_4732
CBP,70B02C18C00000040,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",975000.0,2022-01-10,P00032,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,UAS OPERATIONS AND MAINTENANCE SUPPORT,CONT_AWD_70B02C18C00000040_7014_-NONE-_-NONE-
CBP,70B01C20C00000171,"CCI FACILITY SUPPORT SERVICES, LLC",973090.33,2022-06-01,P00002,MAINTENANCE OF ELECTRONIC AND COMMUNICATIONS FACILITIES,FACILITIES SUPPORT SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 2.,CONT_AWD_70B01C20C00000171_7014_-NONE-_-NONE-
CBP,70B02C22P00000507,MEDFINITY LLC,969084.0,2022-09-14,0,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",LUCAS 3 CPR DEVICES,CONT_AWD_70B02C22P00000507_7014_-NONE-_-NONE-
CBP,70B04C22F00000767,"IGOV TECHNOLOGIES, INC.",969080.89,2022-07-29,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SOFTWARE RENEWAL,CONT_AWD_70B04C22F00000767_7014_NNG15SD81B_8000
CBP,70B04C21F00000024,NOLIJ CONSULTING LLC,963447.84,2022-05-26,P00005,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,COMPUTER SYSTEMS DESIGN SERVICES,"SUPPORT SERVICES-FUNDING, ADMINISTRATIVE CHANGES",CONT_AWD_70B04C21F00000024_7014_HHSN316201200133W_7529
CBP,70B02C21C00000017,GLOBAL MARITEK SYSTEMS INC,959361.08,2022-02-23,P00009,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,SHIP BUILDING AND REPAIRING,VESSEL MAINTENANCE,CONT_AWD_70B02C21C00000017_7014_-NONE-_-NONE-
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,958978.8,2021-10-27,P00022,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION 1 OF DONNA D FACILITY,CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,958978.8,2021-11-26,P00023,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 2, DONNA D.",CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B01C21F00000957,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,952779.81,2022-08-10,P00001,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"TO EXERCISE AND FUND OPTION YEAR 1 (8/15/2022 TO 8/14/2023) LINE ITEM 30 ($792,798.77) AND LINE ITEM 40 ($159,981.04) FOR A TOTAL AMOUNT OF $952,779.81. THE TOTAL AMOUNT OF THE TASK ORDER IS INCREASED FROM $925,028.92 TO $1,877,808.73.",CONT_AWD_70B01C21F00000957_7014_70B01C21D00000031_7014
CBP,70B04C21F00000302,BOOZ ALLEN HAMILTON INC,951798.86,2022-05-09,P00009,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),CUSTOM COMPUTER PROGRAMMING SERVICES,"FUNDING MOD TO ADD FUNDS TO OP 1, DEOB/REOB FUNDS FOR FUND SWAP, COR CHANGE",CONT_AWD_70B04C21F00000302_7014_70B04C19A00000002_7014
CBP,70B06C21F00001152,"CYBERMEDIA TECHNOLOGIES, LLC",951609.04,2021-12-22,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,EXERCISE OF OPTION PERIOD ONE.,CONT_AWD_70B06C21F00001152_7014_GS06F0685Z_4732
CBP,HSBP1017F00069,"MODERN TECHNOLOGY SOLUTIONS, INC.",950299.0,2022-03-30,P00022,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,ANALYTICAL SUPPORT SERVICES,CONT_AWD_HSBP1017F00069_7014_GS23F0033L_4730
CBP,70B01C22F00000609,"MOUNTAIN POINT, LLC",949463.47,2022-09-08,0,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"INSTALL WATER SPIGOTS AND LEAK REPAIRS, TX",CONT_AWD_70B01C22F00000609_7014_70B01C21G00000011_7014
CBP,70B01C21P00000288,"VIATECH SYSTEMS, INC.",947775.0,2022-07-07,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,LABOR SUPPORTING TELESTAFF SOFTWARE LICENSE MAINTENANCE,CONT_AWD_70B01C21P00000288_7014_-NONE-_-NONE-
CBP,70B03C22P00000573,"CORPORATE SOURCE, INC THE",946801.66,2022-09-28,0,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,POSTAL SERVICE,MAILROOM AND COURIER SERVICES FOR THE CBP NYFO/JFK/NEWARK FIELD OFFICES,CONT_AWD_70B03C22P00000573_7014_-NONE-_-NONE-
CBP,70B04C21F00000608,AMERICAN SCIENCE & ENGINEERING INC,940706.25,2022-03-31,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,UPGRADE AND MAINTENANCE OF PROPRIETARY NII EQUIPMENT,CONT_AWD_70B04C21F00000608_7014_70B04C18D00000016_7014
CBP,70B06C22P00000642,INTERNATIONAL SUPPLY CHAIN ASSESSMENT TECHNOLOGIES CORPORATION,940000.0,2022-09-30,0,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; BASIC RESEARCH,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",AGRICULTURAL SAMPLE COLLECTIONS.,CONT_AWD_70B06C22P00000642_7014_-NONE-_-NONE-
CBP,70B04C22F00000826,"FS PARTNERS, LLP",936294.6,2022-08-02,0,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,RIVERBED MAINTENANCE SERVICES FOR CBP,CONT_AWD_70B04C22F00000826_7014_HSHQDC13D00020_7001
CBP,70B01C22F00000438,"B3 CONSTRUCTION, INC",935454.24,2022-09-21,0,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"REPLACE EMERGENCY GENERATOR, PINE VALLEY, CA",CONT_AWD_70B01C22F00000438_7014_70B01C22G00000001_7014
CBP,70B01C22P00000615,CORELOGIX CONSULTING INC,934185.64,2022-09-27,0,REPAIR OR ALTERATION OF PARKING FACILITIES,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),ACCESS CONTROLS,CONT_AWD_70B01C22P00000615_7014_-NONE-_-NONE-
CBP,70B01C22F00000437,"B3 CONSTRUCTION, INC",933210.9,2022-09-21,0,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"REPLACE THE MAIN BACKUP POWER GENERATOR, IMPERIAL BEACH, CA",CONT_AWD_70B01C22F00000437_7014_70B01C22G00000001_7014
CBP,70B01C22F00000675,GRANT THORNTON PUBLIC SECTOR LLC,929988.34,2022-07-06,0,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TASK ORDER FOR OFFICE OF TRADE, TRADE TRANSFORMATION OFFICE (TTO), AUTOMATED COMMERCIAL ENVIRONMENT 2.0 (ACE 2.0) SUPPORT",CONT_AWD_70B01C22F00000675_7014_70B03C20A00000017_7014
CBP,70B01C21F00000556,"KOMAN CONSTRUCTION, LLC",928958.94,2022-09-29,P00006,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,THIS MOD ADDED FUNDS TO THE UNSCHEDULED MAINTENANCE TASK ORDER UNDER THE CTIMR IDIQ CONTRACT.,CONT_AWD_70B01C21F00000556_7014_70B01C20D00000018_7014
CBP,70B01C22F00001370,GULF SOUTH RESEARCH CORP,927808.0,2022-09-24,0,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,ENV ASSESMENTS,CONT_AWD_70B01C22F00001370_7014_47QRAA19D006W_4732
CBP,70B01C22F00001397,"CCI FACILITY SUPPORT SERVICES, LLC",920109.76,2022-09-28,0,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FUEL SYSTEM AND PARKING LOT REPAIRS,CONT_AWD_70B01C22F00001397_7014_70B01C20G00000034_7014
CBP,70B01C21C00000002,"CHEROKEE FEDERAL SOLUTIONS, L.L.C.",919088.0,2022-03-30,P00006,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FUNDING ACTION ONLY - THIS MODIFICATION ADDS BALANCE OF OPTION YEAR 1 FUNDING.,CONT_AWD_70B01C21C00000002_7014_-NONE-_-NONE-
CBP,70B03C22F00000470,AIR CHARTER SERVICE INC.,919024.0,2022-05-17,0,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,AIR CHARTER TRANSPORT SERVICES,CONT_AWD_70B03C22F00000470_7014_GS33F017AA_4732
CBP,70B01C22F00000814,FEDERAL CONTRACTS LLC,915030.0,2022-09-02,0,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,"HEAVY EQUIPMENT RENTAL CONTRACT FOR SAN DIEGO, TUCSON, YUMA, AND EL CENTRO.",CONT_AWD_70B01C22F00000814_7014_GS03F113DA_4732
CBP,70B04C18F00001190,"24X7SYSTEMS, INC.",914443.8,2022-04-07,P00017,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,CLOUD MIGRATION EFFORT SUPPORT SERVICES,CONT_AWD_70B04C18F00001190_7014_47QTCA18D005J_4732
CBP,70B03C22P00000610,"TREMOR TECH, INC",912616.34,2022-09-29,0,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,SUBTERRANEAN- UNATTENDED GROUND SENSORS (UGS),CONT_AWD_70B03C22P00000610_7014_-NONE-_-NONE-
CBP,70B06C21F00000913,OMNIPLEX WORLD SERVICES CORPORATION,912483.08,2021-11-13,P00003,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION SERVICES,EXERCISE OPTION 2,CONT_AWD_70B06C21F00000913_7014_70CMSD21A00000003_7012
CBP,70B04C21P00000558,IMPYRIAN LLC,909868.91,2022-06-30,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,INCORPORATION AND FUNDING OF BASE PERIOD SURGE REQUIREMENTS,CONT_AWD_70B04C21P00000558_7014_-NONE-_-NONE-
CBP,70B04C21F00001423,SWISH DATA CORPORATION,908963.0,2022-09-22,P00001,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,OPTION YEAR 1 EXERCISE FOR RIVERBED AS A SERVICE (III),CONT_AWD_70B04C21F00001423_7014_NNG15SC91B_8000
CBP,70B04C18F00000296,"EQUINIX, INC.",907449.31,2021-12-16,P00016,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,EQUINIX COLO FACILITIES,CONT_AWD_70B04C18F00000296_7014_GS35F401BA_4732
CBP,70B04C22F00000400,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",906248.8,2022-05-04,0,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SEMANTICA LICENSES RENEWAL,CONT_AWD_70B04C22F00000400_7014_NNG15SD76B_8000
