Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B04C22F00000864,DELOITTE CONSULTING LLP,1317594.02,2025-08-31,P00028,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,DATA CENTER MIGRATION,CONT_AWD_70B04C22F00000864_7014_70B04C19A00000003_7014
CBP,70B01C25C00000057,"LITTLE RIVER GOVERNMENT CONTRACTING, LLC",1317247.95,2025-09-29,0,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"FACILITY REPAIRS DUE TO STORM EROSION, INCLUDING CEMENT AND ASPHALT WORK.",CONT_AWD_70B01C25C00000057_7014_-NONE-_-NONE-
CBP,70B03C22F00001229,DELOITTE CONSULTING LLP,1308864.29,2025-04-29,P00008,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,OFO PROFESSIONAL SERVICE SUPPORT,CONT_AWD_70B03C22F00001229_7014_70B04C19A00000003_7014
CBP,70B03C22F00001229,DELOITTE CONSULTING LLP,1308864.29,2025-03-31,P00007,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,OFO MGMT CONSULTING SERVCES,CONT_AWD_70B03C22F00001229_7014_70B04C19A00000003_7014
CBP,70B06C23F00001262,CREDENCE DYNAMO SOLUTIONS LLC,1304586.27,2025-09-19,P00006,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),ENGINEERING SERVICES,EXERCISE OPTION,CONT_AWD_70B06C23F00001262_7014_47QRAD20D1042_4732
CBP,70B02C21F00001234,NEXTGEN FEDERAL SYSTEMS LLC,1300000.0,2025-09-25,P00049,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,MODIFICATION TO EXERCISE OPTION YEAR 4 AND ADD INCREMENTAL FUNDS FOR CBP'S AIR AND MARINE OPERATIONS FIELD AND TECHNICAL SUPPORT SERVICES.,CONT_AWD_70B02C21F00001234_7014_47QRAD20D1206_4732
CBP,70B01C25C00000114,"OMEGA BELT BUILT CONSTRUCTION SERVICES JV, LLC",1299803.77,2025-09-12,0,MAINTENANCE OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"RENOVATE HELIPORT LOCATED AT THE CARRIZO SPRINGS BORDER PATROL STATION, CARRIZO SPRINGS, TX.",CONT_AWD_70B01C25C00000114_7014_-NONE-_-NONE-
CBP,70B06C24F00000450,"ELDER RESEARCH, INC.",1299374.7,2025-05-14,P00001,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,OTHER COMPUTER RELATED SERVICES,OBLIGATION OF ADDITIONAL FUNDS TO SUPPORT THE TIME & MATERIAL TASK ORDER.,CONT_AWD_70B06C24F00000450_7014_70B06C20A00000036_7014
CBP,70B06C25P00000120,ORITAIN USA INC,1295550.0,2025-03-17,0,"EQUIPMENT AND MATERIALS TESTING- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",U.S. CUSTOMS AND BORDER PROTECTION (CBP) HAS A REQUIREMENT FOR AGRICULTURAL ANALYTICAL  SERVICES TO PROVIDE SOURCE GEOGRAPHIC LOCATION DATA OF COTTON PRODUCTS.,CONT_AWD_70B06C25P00000120_7014_-NONE-_-NONE-
CBP,70B04C25F00001001,"DH TECHNOLOGIES, INC.",1290794.25,2025-09-29,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,FIELD SITE 2 EQUIPMENT,CONT_AWD_70B04C25F00001001_7014_NNG15SC70B_8000
CBP,70B04C24F00000329,CLOUD LAKE TECHNOLOGY LLC,1281892.92,2025-05-28,P00005,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",COMPUTER SYSTEMS DESIGN SERVICES,THE PURPOSE OF THE MODIFICATION IS TO ADD FUNDING TO THIS TASK ORDER DUE TO THE CONTINUING RESOLUTION.,CONT_AWD_70B04C24F00000329_7014_47QTCB22D0181_4732
CBP,70B04C21C00000014,"CHENEGA IT ENTERPRISE SERVICES, LLC",1277704.96,2025-05-30,P00030,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,INCREMENTALLY FUNDING,CONT_AWD_70B04C21C00000014_7014_-NONE-_-NONE-
CBP,70B06C25C00000216,FOSTER & FREEMAN USA INC,1274734.26,2025-09-30,0,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,DIGITAL FINGERPRINT CAPTURE SYSTEMS,CONT_AWD_70B06C25C00000216_7014_-NONE-_-NONE-
CBP,70B02C23F00000877,"ELBITAMERICA, INC.",1273002.89,2025-03-21,P00006,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",P00006-FUNDING FOR SITE PREP,CONT_AWD_70B02C23F00000877_7014_70B02C23D00000023_7014
CBP,70B06C24F00000446,PERATON RISK DECISION INC.,1270908.55,2025-07-31,P00005,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,EXERCISE FAR 52.217-8 INITIAL 1-MONTH EXTENSION,CONT_AWD_70B06C24F00000446_7014_70CMSD21A00000005_7012
CBP,70B06C24F00000446,PERATON RISK DECISION INC.,1270908.55,2025-08-13,P00006,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,FAR 52.217-8 EXERCISE FOR ONE ADDITIONAL MONTH 9/1/2025-9/29/2025,CONT_AWD_70B06C24F00000446_7014_70CMSD21A00000005_7012
CBP,70B03C24F00001030,"SLSCO, LTD.",1265475.6,2025-09-30,P00006,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,ADD: DESIGN AND CONSTRUCT DOUBLE SWING GATE.,CONT_AWD_70B03C24F00001030_7014_70B01C23D00000012_7014
CBP,70B01C25C00000100,HERITAGE INTERIORS LLC,1265342.96,2025-09-04,0,HOUSEKEEPING- WAREHOUSING/STORAGE,USED HOUSEHOLD AND OFFICE GOODS MOVING,NATIONAL CAPITAL REGION WAREHOUSING AND MOVING SERVICES.,CONT_AWD_70B01C25C00000100_7014_-NONE-_-NONE-
CBP,70B03C22F00001229,DELOITTE CONSULTING LLP,1261864.29,2025-05-28,P00009,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,OFO MANAGEMENT CONSULTING SERVICES,CONT_AWD_70B03C22F00001229_7014_70B04C19A00000003_7014
CBP,70B04C25F00001253,BOOZ ALLEN HAMILTON INC,1254874.68,2025-09-29,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",COGNITIVE CLOUD OPERATIONAL INTELLIGENCE PLATFORM (CCOIP) SERVICES,CONT_AWD_70B04C25F00001253_7014_70B04C25A00000001_7014
CBP,70B04C21F00000007,"ARDENT MANAGEMENT CONSULTING, LLC",1251674.08,2025-05-28,P00024,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,COMPUTER SYSTEMS DESIGN SERVICES,"THIS MODIFICATION EXERCISES FAR CLAUSE 52.217-8 OPTION TO EXTEND SERVICES WITH AN INITIAL PERIOD OF PERFORMANCE OF JUNE 1, 2025 - JULY 31, 2025 AND FOUR 1-MONTH OPTIONS.",CONT_AWD_70B04C21F00000007_7014_HHSN316201200199W_7529
CBP,70B04C20F00001438,PATRIOT LLC,1250856.13,2025-08-29,P00032,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,THE MODIFICATION IS TO ADD THE REMAINING FUNDING FOR THE OPTION PERIOD.,CONT_AWD_70B04C20F00001438_7014_HHSN316201200065W_7529
CBP,70B02C23F00001223,"TECOLOTE RESEARCH, INC.",1245761.84,2025-09-05,P00003,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","THE PURPOSE OF THIS TASK ORDER MODIFICATION IS TO EXERCISE OPTION PERIOD TWO CLINS 2001 (LABOR) AND 2002 (ODCS) FOR $1,245,761.84.",CONT_AWD_70B02C23F00001223_7014_70RDAD23A00000010_7001
CBP,70B04C23F00001323,A3 TECH SOLUTIONS LLC,1245146.68,2025-09-12,P00004,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,MODIFICATION EXERCISES OPTION PERIOD 2 DUE TO CONTINUED MISSION NEED OF SERVICES,CONT_AWD_70B04C23F00001323_7014_47QTCB21D0227_4732
CBP,70B06C25F00000753,AGILENT TECHNOLOGIES INC,1242119.58,2025-09-26,0,PHYSICAL PROPERTIES TESTING AND INSPECTION,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,GC/MS SYSTEM,CONT_AWD_70B06C25F00000753_7014_GS07F0564X_4732
CBP,70B01C25P00000039,SAP NATIONAL SECURITY SERVICES INC,1240433.12,2024-12-23,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,PURCHASE OF SOFTWARE LICENCES,CONT_AWD_70B01C25P00000039_7014_-NONE-_-NONE-
CBP,70B02C25P00000517,"QUANTUM TECHNOLOGY SCIENCES, INC.",1238600.18,2025-09-18,0,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",CONTRACTOR MAINTENANCE LOGISTICS SERVICES,CONT_AWD_70B02C25P00000517_7014_-NONE-_-NONE-
CBP,70B01C25C00000065,KOMAN ADVANTAGE LLC,1236672.13,2025-08-28,0,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,ALL OTHER SPECIALTY TRADE CONTRACTORS,INSTALL AND CONSTRUCT FENCE PERIMETER,CONT_AWD_70B01C25C00000065_7014_-NONE-_-NONE-
CBP,70B01C25F00000336,GUIDEHOUSE INC.,1236455.27,2025-04-24,0,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"STAT DIVISION DATA ANALYTICS, REPORTING, AND STAKEHOLDER OUTREACH SUPPORT",CONT_AWD_70B01C25F00000336_7014_70B01C24A00000028_7014
CBP,70B02C25F00000012,CHARTIS CONSULTING CORPORATION,1234700.0,2025-05-29,P00004,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00004-UNILATERAL MODIFICATION TO PROVIDE INCREMENTAL FUNDING.,CONT_AWD_70B02C25F00000012_7014_70B04C19D00000044_7014
CBP,70B01C25C00000164,CRUTCHO CREEK FARMS LLC,1227595.78,2025-09-30,0,CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS,ALL OTHER SPECIALTY TRADE CONTRACTORS,"FACILITY REPAIRS AT THE NATIONAL AIR TRAINING CENTER, OKLAHOMA CITY, OKLAHOMA.",CONT_AWD_70B01C25C00000164_7014_-NONE-_-NONE-
CBP,70B02C25F00001264,"MACGYVER SOLUTIONS, INC.",1226329.76,2025-09-29,0,"MOTORCYCLES, MOTOR SCOOTERS, AND BICYCLES",LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,POLARIS AND YAMAHA VEHICLES FOR US BORDER PATROL,CONT_AWD_70B02C25F00001264_7014_47QSMA18D08QH_4732
CBP,70B01C21F00000957,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,1213334.92,2025-08-14,P00008,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"CLIN 10 PROGRAM MANAGEMENT OY4 $1,038,519.35 CLIN 20 SCHEDULED MAINTENANCE OY4 $174,815.57 TOTAL OF $1,213,334.92.",CONT_AWD_70B01C21F00000957_7014_70B01C21D00000031_7014
CBP,70B06C21F00001111,AUTOMATION TECHNOLOGIES INC.,1209094.76,2025-09-11,P00011,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,EXERCISE OY4,CONT_AWD_70B06C21F00001111_7014_75N98120D00178_7529
CBP,70B03C25F00000142,"ROCKWELL AMERICAN SERVICES, LTD.",1200000.0,2025-02-07,0,SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,FOOD SERVICE CONTRACTORS,FOOD SERVICES TASK ORDER FOR USBP RGV SECTOR AREA OF OPERATIONS. IDIQ CONTRACT 70B03C23D000000017.,CONT_AWD_70B03C25F00000142_7014_70B03C23D00000017_7014
CBP,70B06C25C00000218,CLARITY24 LLC,1193100.0,2025-09-30,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DIGITAL TRANSFORMATION,CONT_AWD_70B06C25C00000218_7014_-NONE-_-NONE-
CBP,70B01C24C00000099,CORELOGIX CONSULTING INC,1191117.13,2025-09-16,P00001,MAINTENANCE OF OFFICE BUILDINGS,FACILITIES SUPPORT SERVICES,OPTION YEAR ONE IS BEING EXERCISED.,CONT_AWD_70B01C24C00000099_7014_-NONE-_-NONE-
CBP,70B02C22F00000393,AMERICAN SYSTEMS CORPORATION,1190021.0,2025-01-30,P00023,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,P00023-ADDED IN SCOPE WORK (MAPPING) SOW AND PROVIDED FUNDING IN SUPPORT.,CONT_AWD_70B02C22F00000393_7014_47QTCK18D0027_4732
CBP,70B06C25F00000972,"MONKTON, INC.",1183250.0,2025-09-23,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",LICENSES AND SERVICES AGAINST IDIQ (SBIR PHASE III),CONT_AWD_70B06C25F00000972_7014_FA259520D0001_9700
CBP,70B06C25F00001312,FAIRWINDS TECHNOLOGIES LLC,1181119.09,2025-09-29,0,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER COMPUTER RELATED SERVICES,TASK ORDER NGDA SUPPLIES AND SERVICES,CONT_AWD_70B06C25F00001312_7014_NNG15SD82B_8000
CBP,70B02C25F00000129,FLIGHTSAFETY INTERNATIONAL INC,1175472.49,2025-09-27,P00005,EDUCATION/TRAINING- OTHER,FLIGHT TRAINING,"MOD 5 TO FUND CONTRACT THRU JANUARY 31, 2026",CONT_AWD_70B02C25F00000129_7014_70B02C21D00000008_7014
CBP,70B01C25F00000071,J & J MAINTENANCE INC,1170932.82,2025-03-17,P00002,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,"THE PURPOSE OF THIS MODIFICATION  IS TO EXTEND SERVICES FOR CONTINUITY OF SERVICES DURING THE SOLICITATION OF NEW CONTRACT TO JUNE 30, 2025.",CONT_AWD_70B01C25F00000071_7014_70B01C19D00000053_7014
CBP,70B03C24C00000025,"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",1168870.52,2025-04-22,P00002,HOUSEKEEPING- CUSTODIAL JANITORIAL,FACILITIES SUPPORT SERVICES,EXERCISE OPTION YEAR 1,CONT_AWD_70B03C24C00000025_7014_-NONE-_-NONE-
CBP,70B03C24C00000017,"CHENEGA GOVERNMENT MISSION SOLUTIONS, LLC",1165605.32,2025-01-22,P00002,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"EXERCISE OPTION YEAR 1, POP: 4/1/2025-3/31/2026, $1,165,502.32",CONT_AWD_70B03C24C00000017_7014_-NONE-_-NONE-
CBP,70B04C25F00000182,"NIYAMIT, INC.",1160361.81,2025-05-29,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,MOBILE TRANSLATION APPLICATION,CONT_AWD_70B04C25F00000182_7014_70B04C23A00000051_7014
CBP,70B04C24F00001023,"AFFIGENT, LLC",1158882.2,2025-08-22,P00005,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,NETWORK EQUIPMENT,CONT_AWD_70B04C24F00001023_7014_NNG15SC59B_8000
CBP,70B04C24P00000612,IMPYRIAN LLC,1149058.72,2025-09-22,P00002,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,THIS MODIFICATION EXERCISES FAR CLAUSE 52.217-8 OPTION TO EXTEND SERVICES FOR A PERIOD OF SIX MONTHS.,CONT_AWD_70B04C24P00000612_7014_-NONE-_-NONE-
CBP,70B02C24C00000001,LOCKHEED MARTIN CORP,1147397.0,2025-02-04,P00002,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P-3 AIRCRAFT ENGINEERING SERVICES - CONTINUING RESOLUTION FUNDING,CONT_AWD_70B02C24C00000001_7014_-NONE-_-NONE-
CBP,70B06C21F00001319,"EAGLE HILL CONSULTING, LLC",1137147.32,2025-08-27,P00005,SUPPORT- PROFESSIONAL: COMMUNICATIONS,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","THE PURPOSE OF THIS MODIFICATION IS (1) ADD 2 BUSINESS ANALYSTS TO OPTION YEAR 4 AND (2) EXERCISE OPTION YEAR 4 WITH A PERIOD OF PERFORMANCE 9/29/2025 - 9/28/2026 FOR $1,137,147.32.",CONT_AWD_70B06C21F00001319_7014_GS02Q16DCR0089_4732
CBP,70B04C25F00001081,"NEW TECH SOLUTIONS, INC.",1131936.76,2025-09-20,0,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,INFRASTRUCTURE DATA EQUIPMENT,CONT_AWD_70B04C25F00001081_7014_NNG15SC82B_8000
CBP,70B04C21F00000061,ATT MOBILITY LLC,1131490.89,2025-09-17,P00031,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),FUNDING ACTION,CONT_AWD_70B04C21F00000061_7014_70B04C20A00000015_7014
CBP,70B06C25P00000697,INTERNATIONAL SUPPLY CHAIN ASSESSMENT TECHNOLOGIES CORPORATION,1125000.0,2025-09-30,0,SUPPORT- PROFESSIONAL: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",SUPPLY CHAIN ANALYSIS,CONT_AWD_70B06C25P00000697_7014_-NONE-_-NONE-
CBP,70B06C24C00000137,WITS SOLUTIONS INC.,1119393.6,2024-11-15,P00001,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OP1 INCREMENTALLY FUNDED FOR 3 MONTHS,CONT_AWD_70B06C24C00000137_7014_-NONE-_-NONE-
CBP,70B06C24C00000137,WITS SOLUTIONS INC.,1119393.6,2025-04-16,P00004,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULLY FUND OP1 AND EXERCISE AND FULLY FUND OP2,CONT_AWD_70B06C24C00000137_7014_-NONE-_-NONE-
CBP,70B02C23C00000161,"ROCCOMAR, INC.",1118832.0,2025-09-17,P00004,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,OTHER MANAGEMENT CONSULTING SERVICES,P00004-EXERCISE OPTION YEAR 4 AND PROVIDE FUNDING IN SUPPORT OF.,CONT_AWD_70B02C23C00000161_7014_-NONE-_-NONE-
CBP,70B04C25F00000247,"V3GATE, LLC",1118438.0,2025-09-22,P00002,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,"EXERCISE CLINS FOR HARDWARE, SOFTWARE, AND AVP SUPPORT - IBM ELA",CONT_AWD_70B04C25F00000247_7014_NNG15SD27B_8000
CBP,70B03C25F00000004,COASTAL CLINICAL & MANAGEMENT SERVICES INC,1118272.4,2025-02-27,P00004,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,REDUCTION OF CAREGIVER REQUIREMENTS THROUGHOUT THE WEST REGION DUE TO CHANGE IN OPERATIONAL ENVIRONMENT.,CONT_AWD_70B03C25F00000004_7014_70B03C21D00000044_7014
CBP,70B02C25C00000189,AALIS MANAGEMENT CONSULTING LLC,1114925.44,2025-09-26,0,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ACQUISITION SUPPORT SERVICES,CONT_AWD_70B02C25C00000189_7014_-NONE-_-NONE-
CBP,70B04C24F00000839,DELOITTE CONSULTING LLP,1111131.77,2025-09-12,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,RELATIVITYONE EDISCOVERY,CONT_AWD_70B04C24F00000839_7014_47QTCK18D0029_4732
CBP,70B04C24F00000622,"CLVG CONSULTING, INC.",1110652.94,2025-06-02,P00001,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)",COMPUTER SYSTEMS DESIGN SERVICES,OPTION YEAR 1,CONT_AWD_70B04C24F00000622_7014_47QTCB21D0031_4732
CBP,70B04C20F00001438,PATRIOT LLC,1110014.98,2025-01-14,P00027,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,THE PURPOSE OF THE MODIFICATION IS TO ADD FUNDING ON THE ORDER.,CONT_AWD_70B04C20F00001438_7014_HHSN316201200065W_7529
CBP,70B04C21C00000070,SITA INFORMATION NETWORKING COMPUTING USA INC,1109160.0,2025-09-25,P00004,IT AND TELECOM - NETWORK AS A SERVICE,OTHER COMPUTER RELATED SERVICES,SITA NETWORK SERVICES,CONT_AWD_70B04C21C00000070_7014_-NONE-_-NONE-
CBP,70B03C25F00000171,DELOITTE CONSULTING LLP,1107592.82,2025-02-28,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,STRATEGIC SUPPORT SERVICES,CONT_AWD_70B03C25F00000171_7014_70B06C24A00000049_7014
CBP,70B04C22F00000921,HO-CHUNK SHARED SERVICES COMPANY,1105124.04,2025-03-13,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"O365 SERVICES - PARTIALLY EXERCISE OPTION PERIOD 3 AND INCREMENTALLY FUND THROUGH MAY 19, 2025",CONT_AWD_70B04C22F00000921_7014_47QTCB22D0368_4732
CBP,70B02C25F00000551,CROSSTEK SOLUTIONS LLC,1104963.16,2025-08-28,0,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",ENGINEERING SERVICES,TUNNEL REMEDIATION TO#3,CONT_AWD_70B02C25F00000551_7014_70B02C24D00000032_7014
CBP,70B04C20F00001438,PATRIOT LLC,1103093.21,2025-02-26,P00028,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,THE MODIFICATION IS TO ADD FUNDING DUE TO THE CONTINUING RESOLUTION AND TO REMOVE THE PREA CLAUSE FROM THE ORDER.,CONT_AWD_70B04C20F00001438_7014_HHSN316201200065W_7529
CBP,70B01C25C00000104,"TAYLOR ENGINEERING, PLLC",1103064.0,2025-09-17,0,CONSTRUCTION OF PARKING FACILITIES,ALL OTHER SPECIALTY TRADE CONTRACTORS,"EXPAND VISITOR PARKING LOT, YUMA SECTOR HQS",CONT_AWD_70B01C25C00000104_7014_-NONE-_-NONE-
CBP,70B03C25F00000998,"COUNTERTRADE PRODUCTS, INC.",1102325.5,2025-09-09,0,"CAMERAS, STILL PICTURE",OTHER COMPUTER RELATED SERVICES,NETWORKABLE TRAIL CAMERAS & ACCESSORIES,CONT_AWD_70B03C25F00000998_7014_NNG15SC65B_8000
CBP,70B01C22F00000814,FEDERAL CONTRACTS LLC,1102047.45,2025-09-12,P00004,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,MODIFICATION TO EXERCISE OPTION PERIOD ONE.,CONT_AWD_70B01C22F00000814_7014_GS03F113DA_4732
CBP,70B02C23C00000003,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,1100000.0,2025-02-18,P00015,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,MINOTAUR RAPID REACTION AN PROTOTYPING ENGINEERING SUPPORT,CONT_AWD_70B02C23C00000003_7014_-NONE-_-NONE-
CBP,70B04C23F00000213,DELOITTE CONSULTING LLP,1096915.82,2025-07-01,P00013,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,EXERCISE OPTION PERIOD 3 IAW FAR 52.217-9 - CPIC SERVICES,CONT_AWD_70B04C23F00000213_7014_GS00Q14OADU113_4732
CBP,70B01C25C00000208,"DAWSON MCG, LLC",1096914.35,2025-09-30,0,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,"PARADISE COVE RESTORATION PROJECT, YUMA, AZ NEAR THE COLORADO RIVER.",CONT_AWD_70B01C25C00000208_7014_-NONE-_-NONE-
