Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B03C21P00000097,SMITHS DETECTION INC.,308025.0,2021-03-17,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,THE CBP OFO BUFFALO FO HAS A REQUIREMENT FOR THREE (3) DUAL VIEW X-RAY SYSTEMS TO ACCOMMODATE THE NEEDS OF THE BUFFALO FIELD OFFICE LAND BORDER FACILITIES.,CONT_AWD_70B03C21P00000097_7014_-NONE-_-NONE-
CBP,70B04C21F00000093,DELOITTE CONSULTING LLP,306999.33,2021-07-19,P00003,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),COMPUTER SYSTEMS DESIGN SERVICES,DATA ANALYTICS,CONT_AWD_70B04C21F00000093_7014_70B04C19A00000003_7014
CBP,70B04C18F00000296,"EQUINIX, INC.",306892.77,2021-04-13,P00013,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,ICP - COLO FACILITIES,CONT_AWD_70B04C18F00000296_7014_GS35F401BA_4732
CBP,70B03C21F00001448,ML CLICK MARKETING LLC,306855.87,2021-09-24,0,CHILDREN'S AND INFANTS' APPAREL AND ACCESSORIES,OTHER CUT AND SEW APPAREL MANUFACTURING,"CLOTHING FOR UAC/FAMUS, DONNA, TX SSF",CONT_AWD_70B03C21F00001448_7014_GS07F042BA_4732
CBP,70B03C21P00000634,"AT&T ENTERPRISES, LLC",305154.53,2021-09-30,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),ALL OTHER TELECOMMUNICATIONS,TELECOMMUNICATIONS SERVICES,CONT_AWD_70B03C21P00000634_7014_-NONE-_-NONE-
CBP,70B04C21F00000021,"AFFIGENT, LLC",304861.96,2020-12-03,P00001,"IT AND TELECOM - END USER: HELP DESK; TIER1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOLS (LABOR)",OTHER COMPUTER RELATED SERVICES,ORACLE ADVANCED CUSTOMER SUPPORT (ACS) SERVICES,CONT_AWD_70B04C21F00000021_7014_NNG15SC59B_8000
CBP,70B06C21C00000039,"VISTRA COMMUNICATIONS, LLC",303001.84,2021-06-23,0,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,ALL OTHER INFORMATION SERVICES,OFFICE OF PUBLIC AFFAIRS DAILY NEWS BRIEFINGS FOR CBP EXECUTIVES.,CONT_AWD_70B06C21C00000039_7014_-NONE-_-NONE-
CBP,70B02C21P00000046,OUTERLINK CORP,302000.0,2021-06-04,P00002,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",ADD FUNDING TO COVER SERVICES FOR THE REMAINDER OF POP,CONT_AWD_70B02C21P00000046_7014_-NONE-_-NONE-
CBP,70B01C21F00000353,"MAVEN CONSTRUCTION & ENVIRONMENTAL, LLC",301887.0,2021-07-09,0,REPAIR OR ALTERATION OF OFFICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"VARIOUS FACILITY REPAIRS - NATIONAL MARINE CENTER, FL AND HURLBURT FIELD, FL",CONT_AWD_70B01C21F00000353_7014_70B01C20G00000031_7014
CBP,70B03C21F00000091,DEPLOYED RESOURCES LLC,301823.13,2021-03-12,P00002,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",INCREASE TIER LEVEL FOR LAREDO IHF. MOVE FROM TIER LEVEL 1 TO TIER LEVEL 3.,CONT_AWD_70B03C21F00000091_7014_GS10F0309T_4730
CBP,70B03C21F00001632,"GOVPLACE, LLC",301662.65,2021-09-30,0,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,ROUTERS AND SWITCHES,CONT_AWD_70B03C21F00001632_7014_HSHQDC13D00022_7001
CBP,70B06C20F00000839,OMNIPLEX WORLD SERVICES CORPORATION,301504.24,2021-03-22,P00006,SUPPORT- MANAGEMENT: OTHER,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F--DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4002 FOR BACKGROUND INVESTIGATIONS IN SUPPORT OF THE SOUTHWEST BORDER SOFT-SIDED FACILITIES (SWB/SSF).",CONT_AWD_70B06C20F00000839_7014_HSBP1016A00006_7014
CBP,70B06C20F00000839,OMNIPLEX WORLD SERVICES CORPORATION,301504.24,2021-04-09,P00007,SUPPORT- MANAGEMENT: OTHER,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F-- DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4003 FOR BACKGROUND INVESTIGATIONS SUPPORTING THE SOUTHWEST BORDER SOFT-SIDED FACILITIES - YUMA (SWB/SSF - YUMA)",CONT_AWD_70B06C20F00000839_7014_HSBP1016A00006_7014
CBP,70B06C20F00000839,OMNIPLEX WORLD SERVICES CORPORATION,301504.24,2021-04-09,P00008,SUPPORT- MANAGEMENT: OTHER,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F-- DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4004 FOR BACKGROUND INVESTIGATIONS SUPPORTING SOUTHWEST BORDER SOFT-SIDED FACILITIES - TUCSON (SWB/SSF - TUCSON)",CONT_AWD_70B06C20F00000839_7014_HSBP1016A00006_7014
CBP,70B06C21F00000339,"VIRTRA, INC.",300071.67,2021-04-02,0,TRAINING AIDS,OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,VIRTRA SIMULATOR SUPPLIES,CONT_AWD_70B06C21F00000339_7014_HSBP1016D00014_7014
CBP,70B01C21F00000884,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,300000.0,2021-09-08,P00001,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,FUNDING TO ADD $300K FOR TUNNEL REMEDIATION.,CONT_AWD_70B01C21F00000884_7014_70B01C21D00000031_7014
CBP,70B01C21P00000594,STEEN ENTERPRISES INC,299884.5,2021-09-27,0,"TRACTORS, WHEELED",CONSTRUCTION MACHINERY MANUFACTURING,KUBOTA L6060HST,CONT_AWD_70B01C21P00000594_7014_-NONE-_-NONE-
CBP,70B06C21C00000099,"OLAND, LLC",299876.75,2021-09-27,0,SUPPORT- PROFESSIONAL: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,"MIGRANT MODELS INTEGRATION (MMI) SIMULATION PROVIDING DATA INTEGRATION, RESOURCE MODELING, AND DATA VISUALIZATION OF CBP MIGRANT DATA",CONT_AWD_70B06C21C00000099_7014_-NONE-_-NONE-
CBP,70B01C21F00001216,OCS CONSTRUCTION SERVICES INC,299635.0,2021-09-03,0,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,DISTRIBUTION PANEL AND MECHANICAL FIRE ALARM,CONT_AWD_70B01C21F00001216_7014_70B01C20G00000030_7014
CBP,70B03C21F00001136,"THUNDERCAT TECHNOLOGY, LLC",299388.6,2021-08-26,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,WHOOSTER LAW ENFORCEMENT DATABASE LICENSE,CONT_AWD_70B03C21F00001136_7014_HSHQDC13D00002_7001
CBP,70B04C21F00001282,"AVAYA FEDERAL SOLUTIONS, INC.",296669.4,2021-09-08,0,IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),COMPUTER FACILITIES MANAGEMENT SERVICES,"VOICE SYSTEM UPGRADE FOR OTAY MESA LPOE FACILITY, CA AVAYA",CONT_AWD_70B04C21F00001282_7014_HSBP1016A00026_7014
CBP,70B01C21F00000565,"INTEGRIWARD, LLC",293254.9,2021-06-07,0,REPAIR OR ALTERATION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,SURVEY CORRECT DRAINAGE BLDG. H PROJECT,CONT_AWD_70B01C21F00000565_7014_70B01C20G00000010_7014
CBP,70B02C21P00000046,OUTERLINK CORP,291534.32,2021-01-21,0,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",GPS SATELLITE SERVICES,CONT_AWD_70B02C21P00000046_7014_-NONE-_-NONE-
CBP,70B01C21C00000022,"DIGITRONICS, INC.",290438.52,2021-04-07,0,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),"MAINTENANCE, REPAIR, AND ENHANCEMENT OF PHYSICAL ACCESS CONTROL SYSTEMS, INTRUSION DETECTION SYSTEMS, VISUAL SURVEILLANCE SYSTEMS, AND INTERCOM SYSTEMS AT NLECC AND HI-TECH WAREHOUSE.",CONT_AWD_70B01C21C00000022_7014_-NONE-_-NONE-
CBP,70B02C21F00000077,"SIMIS, INC.",290000.0,2021-01-15,0,"OTHER QC/TEST/INSPECT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",COMPUTER SYSTEMS DESIGN SERVICES,LAND SYSTEMS OPERATIONAL TEST AUTHORITY (LSOTA)SHALL ACQUIRE CONTRACTOR SUPPORT SERVICES TO ASSIST WITH COMPREHENSIVE AND INDEPENDENT OPERATIONAL TEST AND EVALUATION (OT&E) ACTIVITIES.,CONT_AWD_70B02C21F00000077_7014_GS00Q17GWD2223_4732
CBP,70B02C21F00001128,"EMERGENT DEVICES, INC.",288456.0,2021-09-01,0,MEDICAL- OTHER,PHARMACEUTICAL PREPARATION MANUFACTURING,NARCAN,CONT_AWD_70B02C21F00001128_7014_V797D70052_3600
CBP,70B06C20F00000836,ADC LTD NM,288219.0,2021-03-23,P00006,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F--DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4002 FOR BACKGROUND INVESTIGATIONS IN SUPPORT OF THE SOUTHWEST BORDER SOFT-SIDED FACILITIES (SWB/SSF).",CONT_AWD_70B06C20F00000836_7014_HSBP1016A00003_7014
CBP,70B06C20F00000836,ADC LTD NM,288219.0,2021-04-09,P00008,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F-- DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4004 FOR BACKGROUND INVESTIGATIONS SUPPORTING SOUTHWEST BORDER SOFT-SIDED FACILITIES - TUSCON (SWB/SSF - TUSCON)",CONT_AWD_70B06C20F00000836_7014_HSBP1016A00003_7014
CBP,70B06C20F00000836,ADC LTD NM,288219.0,2021-04-09,P00007,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"H.R.133 - CONSOLIDATED APPROPRIATIONS ACT, 2021, DIVISION F-- DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2021: EXERCISE OF CLIN 4003 FOR BACKGROUND INVESTIGATIONS SUPPORTING SOUTHWEST BORDER SOFT-SIDED FACILITIES - YUMA (SWB/SSF - YUMA)",CONT_AWD_70B06C20F00000836_7014_HSBP1016A00003_7014
CBP,70B06C20F00001473,ATT MOBILITY LLC,288153.84,2021-09-15,P00001,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),FIRSTNET SERVICES,CONT_AWD_70B06C20F00001473_7014_70B04C20A00000015_7014
CBP,HSBP1017P00146,"CORPORATE SOURCE, INC THE",285330.0,2021-02-09,P00006,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,POSTAL SERVICE,FUNDING REMAINDER OF OY4,CONT_AWD_HSBP1017P00146_7014_-NONE-_-NONE-
CBP,70B01C19C00000101,"TIGUA FACILITY SERVICES, INC.",284922.98,2021-04-12,P00003,MAINTENANCE OF OTHER NON-BUILDING FACILITIES,FACILITIES SUPPORT SERVICES,"BUILDING OPERATIONS, MAINTENANCE AND REPAIR",CONT_AWD_70B01C19C00000101_7014_-NONE-_-NONE-
CBP,HSBP1017C00020,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,284814.16,2021-09-08,P00024,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: RAIL PASSENGER,MIXED MODE TRANSIT SYSTEMS,"RESTORE $284,814.16 OF FUNDING ERRONEOUSLY REMOVED IN THE PREVIOUS MODIFICATION P00023.",CONT_AWD_HSBP1017C00020_7014_-NONE-_-NONE-
CBP,70B01C21F00000977,"CCI FACILITY SUPPORT SERVICES, LLC",284733.12,2021-09-23,0,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,BOA TASK ORDER TO REPAIR/MODIFY A JET DOCK TO SUPPORT THE CURRENT MARINE VESSEL AS WELL AS TO PROVIDE A DOCK CAPABLE OF SUPPORTING THE ANTICIPATED ARRIVAL OF THE 41 SAFE BOAT LATER THIS YEAR.,CONT_AWD_70B01C21F00000977_7014_70B01C20G00000034_7014
CBP,70B01C21F00000577,J & J MAINTENANCE INC,284293.65,2021-05-26,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,"THE EXISTING BATTERY BANK CONNECTED TO THE PHOTO-VOLTAIC (PV) SYSTEM AT THE STATE ROAD 78 CHECKPOINT NEAR BLYTHE, CA IS RATED FOR 3,040 AMP HOURS BUT IS INADEQUATE TO POWER CURRENT AND FUTURE BORDER PATROL OPERATIONS.",CONT_AWD_70B01C21F00000577_7014_70B01C19D00000053_7014
CBP,70B01C21F00000945,OCS CONSTRUCTION SERVICES INC,283281.0,2021-08-05,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,SEPTIC SYSTEM,CONT_AWD_70B01C21F00000945_7014_70B01C20G00000030_7014
CBP,70B06C21F00001329,"MATROID, INC.",282224.0,2021-09-13,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),CUSTOM COMPUTER PROGRAMMING SERVICES,"HARDWARE, INSTALLATION, AND SOFTWARE LICENSES",CONT_AWD_70B06C21F00001329_7014_70B06C21D00000022_7014
CBP,70B03C19F00001139,CHARTIS CONSULTING CORPORATION,282215.22,2021-03-16,P00009,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00009-INCREMENTAL FUNDING FOR TALMEC ENGINEERING SERVICES.,CONT_AWD_70B03C19F00001139_7014_70B04C19D00000044_7014
CBP,70B01C21F00000773,"JEI SOLUTIONS, INC.",282104.23,2021-07-12,0,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FIRE ALARM SYSTEM UPGRADE,CONT_AWD_70B01C21F00000773_7014_70B01C21G00000005_7014
CBP,70B03C21F00001629,AZ CUSTOM BOTTLED WATER LLC,281978.0,2021-09-30,0,"BEVERAGES, NONALCOHOLIC",BOTTLED WATER MANUFACTURING,USBP TCA BOTTLED WATER FOR DETAINEES - DO,CONT_AWD_70B03C21F00001629_7014_70B03C20A00000047_7014
CBP,70B03C20F00000688,CONSTELLATION INC,280938.05,2021-05-20,P00001,SUPPORT- MANAGEMENT: FINANCIAL,ENGINEERING SERVICES,MODIFICATION TO EXERCISE AND FUND OPTION YEAR 1 OF 4,CONT_AWD_70B03C20F00000688_7014_47QRAD20D1010_4732
CBP,70B01C18F00000725,"KEARNEY & COMPANY, P.C.",280670.86,2021-09-30,P00011,SUPPORT- PROFESSIONAL: OTHER,OTHER ACCOUNTING SERVICES,MODIFICATION 11 IS FOR ADDITIONAL OFFICE OF FINANCE SUPPORT - SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,CONT_AWD_70B01C18F00000725_7014_GS00Q14OADU210_4732
CBP,70B03C21F00000123,INTERPRETERS AND TRANSLATORS INC.,278993.0,2021-07-23,P00002,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,TELEPHONIC TRANSLATION SERVICES,CONT_AWD_70B03C21F00000123_7014_GS10F0372R_4730
CBP,HSBP1017P00184,HAMILTON ALLIANCE INC,278325.7,2021-03-02,P00015,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,SOLID WASTE COLLECTION,EXERCISE OPTION YEAR 4,CONT_AWD_HSBP1017P00184_7014_-NONE-_-NONE-
CBP,70B01C21F00001624,"MOI, INC.",278310.35,2021-09-29,0,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,OFFICE FURNITURE,CONT_AWD_70B01C21F00001624_7014_HSHQDC17A00001_7001
CBP,70B06C18C00000194,"AGILE GROUP, LLC",278245.68,2020-12-01,P00004,SUPPORT- PROFESSIONAL: COMMUNICATIONS,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"RESTORATION OF PROGRAM ANALYST, WEB EOC, AND FUNDING CORRECTION FOR TASK ORDER PM",CONT_AWD_70B06C18C00000194_7014_-NONE-_-NONE-
CBP,70B04C21F00001082,"PANAMERICA COMPUTERS, INC.",276446.54,2021-08-26,0,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THIS IS FOR THE PURCHASE OF ICAD CLOUD EMAIL SECURITY GATEWAY (ECESG).,CONT_AWD_70B04C21F00001082_7014_HSHQDC12D00013_7001
CBP,70B04C21F00000610,"PANAMERICA COMPUTERS, INC.",276357.25,2021-06-02,0,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,AVAYA TELEPHONE,CONT_AWD_70B04C21F00000610_7014_HSHQDC12D00013_7001
CBP,70B04C21F00001189,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",276080.17,2021-08-31,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOL (HW/PERPETUAL SW)",OTHER COMPUTER RELATED SERVICES,"NETWORK INFRASTRUCTURE EQUIPMENT FOR JFK INTERNATIONAL AIRPORT, TERMINAL 4 (JFK036A)",CONT_AWD_70B04C21F00001189_7014_HSHQDC12D00011_7001
CBP,HSBP1016C00110,"EAGLE HILL CONSULTING, LLC",275232.0,2021-03-04,P00011,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OPTION PERIOD 9.,CONT_AWD_HSBP1016C00110_7014_-NONE-_-NONE-
CBP,70B03C18F00001179,LEIDOS INC,275000.0,2021-02-16,P00007,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",IRRADIATION APPARATUS MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE MAINTENANCE OPTIONS FOR SEVERAL SYSTEMS.,CONT_AWD_70B03C18F00001179_7014_HSBP1015D00024_7014
CBP,70B02C20F00001145,THE MITRE CORPORATION,275000.0,2021-09-30,P00013,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",CBP OS OA CAPABILITIES EFFORT,CONT_AWD_70B02C20F00001145_7014_70RSAT20D00000001_7001
CBP,70B02C21F00000257,IT TECH DIRECT LLC,274456.93,2021-03-17,0,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,PORTABLE BELT CLIPS FOR UNITED STATES BORDER PATROL (USBP),CONT_AWD_70B02C21F00000257_7014_70B04C19D00000022_7014
CBP,70B01C21F00000970,"EAGLE EGC, LLC",273507.37,2021-09-23,0,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,REMOVE EXISTING GENERATORS AND UPGRADE TO 400 HERTZ (HZ) SOLID STATE FREQUENCY CONVERTER GENERATORS,CONT_AWD_70B01C21F00000970_7014_70B01C20G00000006_7014
CBP,70B06C21F00000737,"ATLANTIC DIVING SUPPLY, INC.",273057.4,2021-07-07,0,INDIVIDUAL EQUIPMENT,ALL OTHER LEATHER GOOD AND ALLIED PRODUCT MANUFACTURING,DELIVERY ORDER FOR DUTY HOLSTERS.,CONT_AWD_70B06C21F00000737_7014_70B06C19D00000056_7014
CBP,70B03C20F00000462,WIDEPOINT INTEGRATED SOLUTIONS CORP,272897.76,2021-03-24,P00001,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,TELECOMMUNICATIONS RESELLERS,MODIFICATION TO EXERCISE AND FUND OPTION YEAR FOR MANAGED WIRELESS SERVICES.,CONT_AWD_70B03C20F00000462_7014_70RTAC20D00000001_7001
CBP,70B03C21P00000635,CR & R INC,272790.0,2021-09-30,0,"LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",SEPTIC TANK AND RELATED SERVICES,PORTABLE TOILETS AND SERVICE,CONT_AWD_70B03C21P00000635_7014_-NONE-_-NONE-
CBP,70B04C21F00001252,"GOVPLACE, LLC",272063.55,2021-09-08,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DHS - CUSTOMS AND BORDER PROTECTION.NETWORK INFRASTRUCTURE EQUIPMENT FOR BIG BEND SECTOR.THE VENDOR SHALL DELIVER INFRASTRUCTURE EQUIPMENT AND ANCILLARY PARTS AT CBP FIELD OFFICES THROUGHOUT THE UNITED STATES.,CONT_AWD_70B04C21F00001252_7014_HSHQDC13D00022_7001
CBP,HSBP1016F00039,GREEN GENERATION SOLUTIONS LLC,269334.38,2020-12-17,P00007,REPAIR OR ALTERATION OF OTHER NON-BUILDING FACILITIES,CONSUMER ELECTRONICS AND APPLIANCES RENTAL,"GSA ENABLE ESPC TASK ORDER FOR BORDER LIGHTING RETROFIT NEAR YUMA, AZ.  P00007 ADDS FUNDING FOR THE ANNUAL PAYMENT.",CONT_AWD_HSBP1016F00039_7014_GS07F143BA_4732
CBP,70B03C21C00000010,"PROFESSIONAL BULL RIDERS, LLC",269166.67,2021-01-26,0,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,OTHER SPECTATOR SPORTS,PROFESSIONAL SPORTS LEAGUE MARKETING SPONSORSHIP,CONT_AWD_70B03C21C00000010_7014_-NONE-_-NONE-
CBP,70B02C19P00000042,"MAVAGI ENTERPRISES, INC.",268810.25,2020-12-30,P00006,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,EXERCISE AND FUND OPTION YEAR 2 FACILITIES AND GROUND MAINTENANCE SERVICES,CONT_AWD_70B02C19P00000042_7014_-NONE-_-NONE-
CBP,70B03C21C00000053,"JOSE ERNESTO SALAZAR, LLC",268230.88,2021-07-20,0,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,JANITORIAL AND GROUNDS MAINTENANCE,CONT_AWD_70B03C21C00000053_7014_-NONE-_-NONE-
CBP,70B04C21F00000029,SPRINT COMMUNICATIONS CO LP,267378.74,2021-05-05,P00003,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ALL OTHER TELECOMMUNICATIONS,FEDERAL RELAY SERVICES FOR THE HANDICAPPED,CONT_AWD_70B04C21F00000029_7014_GS00Q13NSD3000_4732
CBP,70B01C21F00000762,"CCI FACILITY SUPPORT SERVICES, LLC",266949.71,2021-09-15,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"THIS REQUIREMENT IS FOR VARIOUS PROJECTS AT HOMESTEAD AFB, FL. WORK INCLUDES PARKING LOT PAVING, TILE AND GROUT REPAIRS, AND WATER LINE REPAIRS.",CONT_AWD_70B01C21F00000762_7014_70B01C20G00000034_7014
CBP,70B01C21P00000354,NORTHERN CHEYENNE CONTRACTORS,266327.84,2021-08-12,0,MAINTENANCE OF OFFICE BUILDINGS,FACILITIES SUPPORT SERVICES,FACILITY SERVICES,CONT_AWD_70B01C21P00000354_7014_-NONE-_-NONE-
CBP,70B01C21F00000767,"CCI FACILITY SUPPORT SERVICES, LLC",265959.86,2021-08-30,0,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,SIERRA BLANCA BPS PARKING LOT REPAIR AND SEAL,CONT_AWD_70B01C21F00000767_7014_70B01C20G00000034_7014
CBP,70B04C19F00000238,"NTT DATA FEDERAL SERVICES, INC.",265659.68,2021-09-20,P00015,SUPPORT- MANAGEMENT: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,MODIFICATION TO ADD OPTION PERIOD 5 SURGE IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF THE CONTRACT,CONT_AWD_70B04C19F00000238_7014_70B04C19A00000004_7014
